symbol,SL6124,SL6125,SL6126,SL6641,SL6662,SL6670,SL7380,SL7401
AHSP,1,0,2,4,0,0,0,0
AICDA,3,0,13,7,1,0,0,0
AIDA,497,651,768,1224,985,884,1717,619
AIDAP2,144,71,124,154,184,487,235,63
AIF1,37,182,47,125,70,108,201,57
AIF1L,2628,2087,7307,5208,4398,6165,7242,2328
AIFM1,298,362,631,739,663,783,1119,497
AIFM2,376,317,1119,812,634,706,872,523
AIFM3,1207,1151,3943,2943,2402,4195,3675,1672
AIG1,437,562,771,972,822,989,1781,620
AIG1P1,0,1,1,0,2,0,0,0
AIM2,6,12,32,24,13,16,21,19
AIMP1,294,368,771,782,831,1108,1392,641
AIMP1P1,12,6,110,26,2,37,18,20
AIMP2,64,72,246,186,177,220,278,132
AIP,644,738,1553,1993,1456,2552,2565,1151
AIPL1,1,3,26,19,7,10,5,4
AIRE,78,88,184,109,124,165,156,73
AIRN,9,4,40,17,17,11,29,19
AJAP1,2347,2551,1791,4624,5350,3674,9384,3196
AJM1,1294,1490,3165,6035,3753,5082,5388,2348
AJUBA,75,84,138,311,124,148,126,41
AK1,235,212,594,768,339,441,523,213
AK2,467,593,996,931,784,1093,1366,542
AK3,832,1298,2347,1731,1927,2363,3845,1374
AK3P3,34,14,72,52,52,76,60,45
AK3P4,0,1,0,1,0,0,0,0
AK4,2031,2462,2980,3428,4299,3478,6638,2321
AK4P5,0,0,1,0,0,0,0,0
AK5,5139,6370,3297,10451,10501,7791,23589,9539
AK6,447,591,953,1121,1063,1643,1900,924
AK6P1,0,0,9,0,0,0,0,1
AK6P2,0,1,1,2,0,1,0,0
AK7,296,301,192,670,400,260,800,318
AK8,110,168,90,118,127,151,357,182
AK9,283,416,561,876,540,763,1037,399
AKAIN1,1,3,5,9,9,2,5,1
AKAP1,2001,2412,3229,5430,3876,5306,5781,2618
AKAP10,647,846,1016,1478,1375,1507,1984,885
AKAP11,7896,11041,4112,16941,21890,15243,33687,12157
AKAP12,5253,9959,27818,14439,15589,16389,18616,9621
AKAP13,1570,2138,4427,4206,3563,3379,5919,3193
AKAP14,9,13,26,20,13,23,22,12
AKAP17A,577,633,2273,1962,1512,2154,1803,1062
AKAP3,57,68,59,113,80,90,132,37
AKAP4,3,1,4,1,0,0,0,0
AKAP5,2446,2781,1949,6062,5953,4971,10672,5130
AKAP6,2682,3967,3803,7134,6654,5778,10268,2955
AKAP7,242,289,652,498,486,722,1060,378
AKAP8,391,498,1254,1281,992,1392,1073,656
AKAP8L,1458,1840,4523,3670,2927,5373,3621,3887
AKAP8P1,2,0,3,3,1,0,0,0
AKAP9,6138,6054,14608,18318,15070,19188,21168,8068
AKIP1,219,225,424,672,448,609,885,387
AKIRIN1,1539,1692,3088,3147,3312,3514,5984,2534
AKIRIN1P1,1,2,7,5,1,1,2,1
AKIRIN2,572,850,1174,1845,1771,1939,3025,1220
AKNA,1256,1568,2348,4034,2904,2773,3023,1813
AKNAD1,6,11,36,22,12,20,14,4
AKR1A1,408,569,719,1453,971,1516,1765,789
AKR1B1,1729,2524,2604,4944,4859,6098,7839,3148
AKR1B10,1,1,2,3,1,2,0,0
AKR1B10P2,0,0,2,0,0,0,0,1
AKR1B15,2,3,10,11,1,2,2,3
AKR1B1P1,2,2,15,9,2,4,8,7
AKR1C1,90,62,236,292,82,206,148,38
AKR1C2,15,50,118,172,42,93,96,21
AKR1C3,87,129,368,273,227,388,312,72
AKR1C4,1,0,2,3,1,0,1,0
AKR1C7P,0,2,2,2,0,1,0,1
AKR1D1,1,2,15,9,3,0,0,0
AKR1E2,34,30,53,79,51,74,69,48
AKR7A2,532,617,1261,1380,1007,1405,1822,706
AKR7A3,52,27,120,114,73,106,147,63
AKR7L,25,22,92,68,22,53,37,27
AKT1,1809,2423,4057,5581,4771,6278,5866,2538
AKT1S1,617,762,1971,2439,1854,2477,2283,988
AKT2,2021,1696,4593,3961,3593,5283,5088,2848
AKT3,1485,2124,2287,4357,3740,3518,5245,2042
AKTIP,1018,1189,1687,2619,2090,2513,3727,1486
ALAD,2380,2737,4713,6652,4898,5865,7517,3117
ALAS1,543,904,1099,1242,1306,1354,2002,989
ALAS2,5,9,117,30,6,3,11,7
ALB,31,40,77,72,47,86,69,94
ALCAM,3784,4397,2324,6851,7822,6987,14664,4204
ALDH16A1,119,158,244,536,270,357,465,157
ALDH18A1,531,718,1336,1217,1155,1114,1935,792
ALDH1A1,186,293,1349,1031,632,1550,432,173
ALDH1A2,32,36,55,107,68,68,108,31
ALDH1A3,63,77,70,139,157,76,262,119
ALDH1B1,92,107,270,272,148,319,261,78
ALDH1L1,1486,2144,7581,4027,2721,4182,3884,3305
ALDH1L1-AS1,5,3,9,15,4,12,5,15
ALDH1L1-AS2,58,51,48,169,142,167,221,64
ALDH1L2,153,238,656,292,152,145,400,140
ALDH2,3103,4049,12075,9342,6929,10174,12858,5461
ALDH3A1,88,65,24,200,27,34,72,11
ALDH3A2,1334,2018,3313,3407,2989,3338,4244,2522
ALDH3B1,133,133,221,300,238,365,348,117
ALDH3B2,0,2,11,14,0,0,0,1
ALDH4A1,1520,1552,5077,2551,2431,3481,3168,2104
ALDH5A1,2719,3058,3110,5067,4386,4130,9002,3582
ALDH6A1,2720,3163,5940,4929,5764,6757,11714,4081
ALDH7A1,1674,2571,5869,5345,4776,6331,7518,2950
ALDH7A1P1,5,1,44,17,6,37,16,18
ALDH7A1P2,0,0,3,2,1,0,1,1
ALDH8A1,42,42,288,52,66,183,71,64
ALDH9A1,1540,1918,3225,3082,2541,3350,5522,1865
ALDOA,17152,26468,39222,60910,49318,62968,69242,32954
ALDOB,20,28,41,52,42,52,59,44
ALDOC,7058,7870,24902,13082,13927,19012,25950,12720
ALG1,150,183,333,358,371,433,549,231
ALG10,17,18,12,28,34,17,64,21
ALG10B,27,50,23,57,74,34,124,35
ALG11,119,124,235,256,270,282,428,127
ALG12,265,228,572,509,571,577,816,330
ALG13,345,344,514,658,669,846,1165,420
ALG14,168,235,330,596,492,642,724,260
ALG14-AS1,5,1,12,10,3,5,5,7
ALG1L,4,10,8,13,19,25,15,18
ALG1L10P,11,4,24,35,24,36,35,18
ALG1L11P,15,9,21,35,15,38,32,7
ALG1L13P,10,9,10,11,20,20,23,14
ALG1L2,19,30,41,128,62,76,95,53
ALG1L9P,114,125,223,319,269,341,298,198
ALG2,249,315,886,555,556,731,990,475
ALG3,228,263,510,607,499,670,679,370
ALG3P1,2,1,1,0,1,2,0,0
ALG5,98,102,125,185,152,218,322,162
ALG6,93,66,154,193,150,199,253,134
ALG8,249,348,526,757,537,818,1052,428
ALG9,311,322,325,693,975,679,1217,436
ALK,227,316,261,446,566,315,972,149
ALKAL1,0,1,7,6,2,3,3,1
ALKAL2,118,110,288,327,295,268,655,349
ALKBH1,102,164,369,272,263,305,409,230
ALKBH2,63,93,373,172,127,203,277,201
ALKBH3,131,194,285,492,294,374,460,346
ALKBH3-AS1,17,10,24,24,23,26,41,16
ALKBH4,165,189,500,651,487,660,664,280
ALKBH5,1868,2120,3490,4447,3490,3763,6762,3849
ALKBH6,86,72,157,117,111,192,175,172
ALKBH7,181,274,622,698,476,875,936,446
ALKBH8,183,214,303,472,512,499,811,282
ALLC,5,4,14,13,10,11,9,5
ALMS1,829,793,1488,1919,1210,1164,2437,828
ALMS1-IT1,9,12,50,36,16,24,35,17
ALMS1P1,37,20,95,53,31,35,58,18
ALOX12,83,55,311,170,132,339,140,64
ALOX12-AS1,94,84,259,189,140,270,214,93
ALOX12B,32,38,63,86,86,78,90,85
ALOX12P2,91,75,326,237,120,264,203,102
ALOX15,40,21,177,76,70,81,56,44
ALOX15B,6,13,21,38,11,10,8,12
ALOX15P2,3,2,22,14,1,5,5,4
ALOX5,72,443,53,243,162,182,212,148
ALOX5AP,30,190,31,100,49,39,79,38
ALOXE3,52,45,104,103,63,85,130,96
ALPG,2,1,7,4,0,0,1,1
ALPI,0,0,8,5,0,0,0,0
ALPK1,215,371,514,706,572,696,515,300
ALPK2,0,9,21,9,0,1,0,3
ALPK3,264,275,698,801,478,471,541,226
ALPL,354,536,814,1738,931,1327,817,207
ALPP,3,0,8,2,1,0,0,0
ALS2,776,798,1047,1464,1518,1189,2720,936
ALS2CL,219,157,253,781,443,806,451,139
ALX1,0,4,4,3,0,1,1,0
ALX3,0,1,4,2,2,5,1,5
ALX4,68,101,61,180,101,53,84,22
ALYREF,93,161,357,306,256,290,474,198
AMACR,19,19,20,55,24,36,49,25
AMBN,21,46,35,169,151,154,128,18
AMBP,5,6,30,17,10,16,10,3
AMBRA1,1056,1471,1601,3398,2955,2792,3590,1687
AMD1,2309,2370,2127,4229,4597,4982,8611,2475
AMD1P1,3,1,7,5,3,0,2,2
AMDHD1,31,37,51,109,79,84,117,64
AMDHD2,130,111,283,433,303,517,362,170
AMELX,0,1,1,3,0,1,3,1
AMELY,0,0,0,0,0,0,0,0
AMER1,251,242,268,533,494,398,724,318
AMER2,3654,3293,3408,6964,8928,9679,14692,2863
AMER3,534,651,584,1681,1499,1272,1851,884
AMFR,2941,3327,3224,6186,6072,6420,9961,3804
AMH,354,235,1891,351,86,1722,839,600
AMHR2,5,1,25,8,4,1,1,1
AMIGO1,1952,2282,1652,4442,4500,3756,6746,2430
AMIGO2,231,382,468,505,436,416,711,197
AMIGO3,0,0,0,0,1,0,0,1
AMMECR1,83,94,168,217,147,224,209,137
AMMECR1L,280,263,595,523,527,527,857,341
AMMECR1LP1,3,0,17,11,3,5,9,1
AMN,11,12,25,16,18,20,19,9
AMN1,146,145,210,290,237,365,568,207
AMOT,2139,2413,3123,4384,4367,3992,8523,1982
AMOTL1,826,959,1687,2174,1624,1365,2804,901
AMOTL2,827,886,1046,2893,2313,3072,2787,333
AMPD1,3,2,11,3,0,1,1,2
AMPD2,5007,7315,5764,16078,16663,17897,17691,9150
AMPD3,597,530,682,972,1069,943,1687,307
AMPH,794,1609,1248,1818,1814,1569,3185,1348
AMT,520,524,1499,1226,991,1762,1393,821
AMTN,1,2,2,1,1,0,0,1
AMY1A,0,0,0,0,0,0,0,0
AMY1B,0,0,3,2,0,4,0,3
AMY1C,1,0,3,1,0,0,0,1
AMY2A,0,4,19,25,7,21,13,4
AMY2B,215,127,660,524,311,643,498,350
AMYP1,0,1,1,0,2,1,0,0
AMZ1,626,566,1080,1327,1057,1102,1670,899
AMZ2,1250,1580,2685,4339,3137,4122,4579,2093
AMZ2P1,332,408,534,843,732,972,1245,557
AMZ2P2,1,4,4,3,3,0,1,0
ANAPC1,408,473,416,799,846,687,1169,401
ANAPC10,74,74,147,160,142,183,319,133
ANAPC11,153,184,508,445,376,648,656,364
ANAPC13,532,745,943,1545,1226,1858,2512,889
ANAPC15,36,40,84,91,72,90,123,48
ANAPC16,447,454,1278,1299,851,1380,1612,636
ANAPC1P1,6,7,20,6,6,3,9,2
ANAPC1P3,1,0,0,0,0,0,0,0
ANAPC1P4,17,14,31,12,17,15,26,23
ANAPC2,1436,1623,2431,3616,3423,4649,3907,2048
ANAPC4,240,240,380,415,374,599,696,323
ANAPC5,2181,2122,2948,4468,4217,6233,7619,2845
ANAPC7,730,887,1395,1978,1778,2411,2388,1276
ANG,5,6,13,17,4,3,12,2
ANGEL1,1242,1331,1156,2645,2726,2534,3557,1727
ANGEL2,926,771,860,1947,1934,1870,3131,1665
ANGPT1,112,252,48,726,170,94,313,38
ANGPT2,64,222,1078,286,200,281,366,194
ANGPT4,7,12,13,20,16,11,13,7
ANGPTL1,28,24,26,109,77,71,118,26
ANGPTL2,250,545,564,960,736,770,1019,222
ANGPTL3,7,5,6,12,9,9,11,3
ANGPTL4,272,3376,8175,830,344,648,581,3243
ANGPTL5,11,5,12,13,12,10,10,1
ANGPTL6,13,21,33,45,32,36,25,21
ANGPTL7,6,5,18,19,7,11,12,8
ANGPTL8,4,6,27,12,17,33,19,10
ANHX,3,2,18,10,8,43,1,8
ANK1,222,284,708,848,515,604,669,155
ANK2,18516,22598,16451,36155,39915,27618,60317,21821
ANK3,6340,6474,7116,10893,13044,10596,21614,6369
ANKAR,96,84,264,170,148,222,264,115
ANKDD1A,497,527,1415,1178,907,1146,1267,843
ANKDD1B,56,36,89,109,67,99,72,67
ANKEF1,48,64,61,128,83,66,162,46
ANKFN1,210,156,268,325,222,153,395,81
ANKFY1,2420,2827,3118,5305,4742,4073,7397,2400
ANKH,3173,3641,4637,8840,6983,7386,11232,3851
ANKHD1,28,30,87,66,40,74,57,49
ANKHD1-EIF4EBP3,28,19,114,76,58,86,101,45
ANKIB1,2333,2475,3987,4631,5114,5191,8133,2739
ANKK1,46,38,155,219,145,195,157,92
ANKLE1,27,30,200,111,58,140,80,59
ANKLE2,790,955,1760,2079,2008,1892,2785,1214
ANKMY1,392,391,600,994,584,702,822,402
ANKMY2,565,955,919,1492,1393,1506,2625,962
ANKRA2,182,218,279,444,357,548,784,339
ANKRD1,2,3,6,3,2,3,2,7
ANKRD10,758,626,1415,1316,1082,1698,1966,1159
ANKRD11,5741,6302,18807,19739,13907,18499,16510,7755
ANKRD11P1,1,2,8,5,0,1,0,0
ANKRD12,3788,4125,7951,9666,9827,11008,13689,6585
ANKRD13A,709,736,1389,1798,1317,2145,2098,879
ANKRD13B,1521,1443,4029,4294,3064,4877,3811,2357
ANKRD13C,402,516,606,1016,910,922,1543,598
ANKRD13D,1490,1678,3460,5619,3186,5506,3925,2173
ANKRD16,323,346,689,849,589,776,1131,454
ANKRD17,5008,5900,11549,14985,13558,12900,18644,7482
ANKRD18A,426,489,5618,2803,1374,2068,1469,1100
ANKRD18B,31,33,140,81,19,66,43,35
ANKRD18DP,47,41,108,115,91,116,118,83
ANKRD18EP,80,92,35,163,158,115,258,76
ANKRD19P,310,260,1043,621,517,1040,829,625
ANKRD2,27,26,94,81,49,81,106,62
ANKRD20A11P,265,526,7975,4374,844,3697,480,726
ANKRD20A17P,1,2,6,1,0,11,1,3
ANKRD20A18P,1,7,5,4,1,11,3,4
ANKRD20A2P,5,6,65,19,19,29,19,6
ANKRD20A8P,102,40,654,384,106,254,182,346
ANKRD22,2,46,26,7,2,12,5,17
ANKRD23,25,26,71,62,60,93,56,35
ANKRD24,478,593,2279,2493,1288,1912,1543,1132
ANKRD26,1170,1112,5455,4065,2398,3999,3910,1926
ANKRD26P3,28,26,114,115,67,94,47,66
ANKRD26P4,5,4,19,19,19,11,21,10
ANKRD27,723,778,1609,1796,1489,1499,1969,913
ANKRD28,1462,1736,1952,4007,4035,3553,5288,2061
ANKRD29,227,220,490,693,496,681,835,223
ANKRD30A,1,3,10,11,1,6,4,0
ANKRD30B,78,56,456,174,98,277,141,156
ANKRD30BL,72,62,226,217,64,259,194,150
ANKRD30BP1,2,3,39,20,8,7,10,4
ANKRD31,29,34,63,81,60,82,83,39
ANKRD33,3,5,12,15,2,9,3,4
ANKRD33B,76,87,126,191,279,211,185,104
ANKRD34B,674,685,1312,2330,1517,2640,2159,1343
ANKRD34C,60,46,90,101,154,125,203,37
ANKRD34C-AS1,42,64,81,173,137,99,258,79
ANKRD35,160,173,355,356,219,334,453,207
ANKRD36,601,428,3589,1603,745,1776,1046,958
ANKRD36B,333,158,2446,956,550,1217,872,312
ANKRD36BP1,0,0,0,0,0,0,0,0
ANKRD36BP2,104,97,291,263,173,269,417,274
ANKRD36C,855,597,3433,2056,1153,2269,2126,1076
ANKRD37,31,77,306,160,72,142,93,47
ANKRD39,150,85,358,252,233,371,296,183
ANKRD40,2480,1946,4297,4924,3930,4943,6479,2486
ANKRD40CL,0,2,11,7,3,0,1,0
ANKRD42,548,691,1030,1561,1302,1297,2042,996
ANKRD44,178,176,253,368,253,336,465,110
ANKRD44-AS1,2,0,2,4,0,2,0,0
ANKRD44-IT1,6,2,15,28,6,13,12,6
ANKRD45,202,182,151,486,352,359,629,236
ANKRD46,786,1084,937,1693,1541,1920,3354,1124
ANKRD49,169,135,405,409,328,497,471,255
ANKRD49P2,1,3,28,6,0,2,5,1
ANKRD50,821,815,437,1510,1585,1166,3242,1099
ANKRD52,2133,2311,3547,4008,4590,4488,5398,2498
ANKRD53,55,55,94,178,61,74,106,33
ANKRD54,776,815,1591,2015,1520,2282,2296,986
ANKRD55,164,67,73,70,128,104,527,185
ANKRD6,264,307,579,560,371,398,740,240
ANKRD60,0,0,1,0,0,0,0,0
ANKRD61,12,17,43,29,20,46,30,17
ANKRD62,2,2,20,10,4,3,1,0
ANKRD62P1,0,0,3,0,0,0,1,1
ANKRD63,579,802,338,1678,1705,1310,2438,840
ANKRD65,327,450,896,906,736,922,1162,268
ANKRD66,43,89,7,112,39,20,50,5
ANKRD7,9,6,17,17,21,20,23,13
ANKRD9,229,254,798,375,276,712,689,204
ANKS1A,1235,1194,3662,3225,2550,3142,3078,1458
ANKS1B,4167,4913,6369,12711,11528,13099,17063,7673
ANKS3,451,439,1915,1423,876,1905,1199,756
ANKS4B,18,11,126,47,38,43,42,48
ANKS6,341,303,871,824,613,973,802,309
ANKUB1,10,25,18,65,9,12,27,1
ANKZF1,532,573,1015,941,827,1501,1191,829
ANLN,834,1075,858,2093,1713,2183,4014,430
ANO1,42,59,107,116,59,94,116,10
ANO10,468,613,739,1247,982,1038,1861,771
ANO2,165,152,329,337,378,323,365,207
ANO3,8019,11718,4485,24893,28731,24703,30011,10996
ANO4,233,268,278,317,407,671,906,196
ANO5,274,385,509,651,759,706,1136,445
ANO6,469,852,1681,1159,718,701,1244,792
ANO7,79,105,305,186,155,211,155,119
ANO8,1269,1752,4000,3348,2709,3772,3091,2061
ANO9,11,30,50,73,91,138,28,50
ANOS1,704,1800,1695,1560,2228,2181,3398,1098
ANP32A,1211,1523,2167,2923,2678,3168,4936,1826
ANP32AP1,12,9,92,21,18,36,37,19
ANP32B,755,656,2257,1701,939,1575,1947,898
ANP32BP1,0,2,7,8,2,0,4,1
ANP32C,0,0,12,3,1,4,2,2
ANP32D,1,0,1,5,1,1,0,0
ANP32E,1409,1808,2618,3661,3295,3907,5674,2961
ANPEP,63,53,122,439,161,194,119,49
ANTKMT,127,144,435,377,346,667,534,215
ANTXR1,1141,2560,1787,5581,2634,2164,3279,1055
ANTXR2,161,140,205,488,184,220,324,65
ANXA1,427,674,482,1489,475,399,692,117
ANXA10,2,2,10,6,3,0,1,0
ANXA11,3372,3821,6625,11103,6811,8633,9927,4785
ANXA13,3,2,8,14,1,4,10,2
ANXA2,437,817,1583,1425,520,414,670,567
ANXA2R,9,9,23,49,22,26,36,5
ANXA3,73,144,150,302,149,313,247,113
ANXA4,408,390,577,855,548,752,1016,357
ANXA5,1084,1098,2930,3080,1914,2773,4162,1463
ANXA6,2959,5036,4369,10609,9466,11777,12061,5241
ANXA7,1006,1393,1485,2490,2233,2743,4270,1833
ANXA9,130,75,131,324,178,204,336,70
AOAH,148,210,255,452,525,444,485,166
AOAH-IT1,0,0,3,0,0,0,1,0
AOC1,3,4,10,9,4,2,6,1
AOC2,95,100,277,226,199,230,289,184
AOC3,111,79,245,236,175,260,319,85
AOC4P,1,7,41,10,13,6,12,6
AOPEP,401,370,1289,927,842,1162,1178,445
AOX1,35,55,65,97,55,89,96,38
AOX2P,1,1,21,10,3,1,3,2
AP1AR,551,673,673,1574,1479,1806,2453,1071
AP1B1,4288,5708,7674,13528,11312,13249,12645,5670
AP1B1P1,0,2,5,2,1,0,0,1
AP1B1P2,1,0,0,0,0,0,0,0
AP1G1,1687,2013,2411,3029,3705,2863,5960,2115
AP1G2,719,759,3766,1870,1650,4898,1829,1440
AP1M1,1140,1556,2346,3238,2423,2795,3945,2069
AP1M2,3,3,27,21,8,3,4,8
AP1M2P1,1,1,8,8,1,2,3,0
AP1S1,937,1352,1651,3711,3534,5047,4767,2086
AP1S2,755,911,984,1920,1567,1984,3437,1250
AP1S3,88,80,129,201,137,148,237,120
AP2A1,3485,5548,7145,12098,10074,10708,11717,6083
AP2A2,3559,4758,5239,9270,8100,8846,12396,5810
AP2B1,8617,11043,9968,19390,19431,18382,30439,11205
AP2B1P1,6,11,11,10,21,17,10,12
AP2M1,8717,12792,12001,23477,21359,25279,34816,15049
AP2S1,476,641,1078,1402,1135,1668,2065,1025
AP3B1,588,684,1095,1235,1291,1303,2102,780
AP3B2,2524,3358,4203,5588,5682,6451,8302,4034
AP3D1,5240,6956,11029,16448,13749,16280,17381,8618
AP3M1,480,629,754,923,887,796,1749,498
AP3M2,1224,1626,1314,2589,2540,2444,4773,1790
AP3S1,693,861,1462,1886,1519,2134,2957,1274
AP3S2,896,954,1212,2245,1868,1920,3144,1342
AP4B1,272,270,656,619,594,682,767,421
AP4B1-AS1,7,6,39,18,6,5,14,5
AP4E1,180,179,272,364,295,306,506,215
AP4M1,193,200,362,477,351,538,547,311
AP4S1,170,202,311,357,354,446,737,230
AP5B1,201,130,378,444,380,398,494,216
AP5M1,586,676,705,1402,1236,1185,2418,757
AP5S1,264,371,492,1026,812,954,1092,449
AP5Z1,735,890,2313,2273,2006,3131,2220,1203
APAF1,553,577,645,1319,1191,1148,2012,596
APBA1,5026,5218,3968,12886,11266,10200,17481,6523
APBA2,1980,2556,3693,4858,3822,4765,7027,3012
APBA3,224,218,939,588,394,696,553,333
APBB1,5856,7549,9274,15105,13541,15458,20468,8318
APBB1IP,113,270,120,295,166,168,457,159
APBB2,1415,1390,1338,2435,2315,2378,4715,953
APBB3,821,947,1656,2298,1725,2662,2072,1175
APC,7176,8680,21656,15192,15877,14403,30225,8890
APC2,7127,11595,18300,31158,21273,28273,22566,10785
APCDD1,797,904,1439,2697,2170,3125,3444,917
APCDD1L,15,13,50,17,6,17,34,23
APCDD1L-DT,4,7,9,15,6,3,17,13
APCS,0,0,2,0,0,1,0,0
APEH,1464,2087,2557,4247,4050,4817,5159,2276
APELA,0,4,18,8,0,1,0,0
APEX1,880,1185,1802,2657,2100,2919,3537,1448
APEX2,236,293,425,683,583,703,903,408
APH1A,688,851,1504,1790,1545,2122,2585,1121
APH1B,522,524,326,931,1026,907,1651,585
API5,1187,1620,1507,2994,2775,3028,5004,1604
APIP,108,124,249,279,162,275,414,127
APLF,51,50,130,105,97,118,164,83
APLN,366,589,622,1406,475,866,1106,283
APLNR,1152,3392,1113,8686,883,591,1753,728
APLP1,23091,29364,22026,69788,59267,72545,76256,30749
APLP2,10926,15895,16599,28898,25330,26155,42211,16752
APMAP,1232,2034,2547,3569,2974,3469,5258,2302
APOA1,6,1,14,8,4,9,12,5
APOA1-AS,9,1,26,12,17,27,17,4
APOA2,0,2,7,9,0,1,1,1
APOA4,0,1,3,2,1,2,2,1
APOA5,3,2,0,0,0,2,1,0
APOB,14,15,12,49,23,13,29,16
APOBEC1,0,3,7,1,0,0,0,0
APOBEC2,18,10,26,41,26,36,30,18
APOBEC3A,3,3,3,2,1,2,1,1
APOBEC3AP1,0,0,2,2,0,0,0,1
APOBEC3B,2,1,7,9,7,1,2,2
APOBEC3B-AS1,0,1,2,1,0,0,0,0
APOBEC3C,75,121,59,283,127,157,249,40
APOBEC3D,15,18,34,37,17,18,16,5
APOBEC3F,14,19,49,55,25,19,45,9
APOBEC3G,51,70,64,164,76,72,82,49
APOBEC3H,6,3,12,12,5,6,6,7
APOBEC4,6,3,9,11,4,11,7,4
APOBR,29,77,57,119,40,47,65,33
APOC1,204,448,2130,637,816,1404,1535,876
APOC1P1,0,6,23,10,13,14,19,10
APOC2,8,3,14,16,13,10,14,8
APOC3,2,2,6,4,2,3,2,1
APOC4,0,0,0,1,0,1,0,0
APOD,1772,1312,1665,4056,3477,5163,5736,1683
APOE,7663,11062,55751,16077,18002,34574,39498,19472
APOF,4,4,9,9,4,2,3,2
APOH,1,2,11,5,0,0,0,2
APOL1,140,125,320,331,253,254,265,156
APOL2,224,551,2386,535,389,591,612,715
APOL3,193,188,592,586,375,597,494,164
APOL4,39,376,1145,51,16,24,32,332
APOL5,1,1,21,4,2,1,1,1
APOL6,460,1254,4969,1056,659,715,1305,1701
APOLD1,331,2218,2672,1251,675,895,735,1937
APOM,18,9,36,39,36,42,52,22
APOO,132,174,285,385,233,417,636,247
APOOL,57,75,59,151,194,123,246,86
APOOP2,0,0,0,0,0,0,0,0
APP,37616,47538,37073,86024,83564,78778,135387,48875
APPBP2,1334,1780,1727,2647,3192,3018,5224,1661
APPL1,1023,1279,1371,2281,2379,2235,4308,1426
APPL2,685,686,1520,1227,1413,1556,2408,816
APRT,126,192,285,436,302,430,422,277
APTR,85,60,319,167,119,217,217,118
APTX,400,435,742,915,750,976,1279,558
AQP1,1923,5152,7156,9339,3255,5109,7500,8286
AQP10,7,2,13,10,7,9,12,2
AQP11,108,92,162,216,164,199,325,117
AQP12A,2,1,3,7,4,11,1,1
AQP12B,5,5,1,14,11,3,5,1
AQP2,0,1,2,2,0,1,0,1
AQP3,6,9,12,11,12,9,10,4
AQP4,15837,23011,21148,31838,25810,21062,56659,15367
AQP4-AS1,58,127,317,228,170,234,134,98
AQP5,50,50,146,160,112,255,189,84
AQP6,34,28,64,102,105,190,127,28
AQP7,19,16,195,131,48,85,46,39
AQP8,5,9,55,24,18,35,19,19
AQP9,31,20,32,76,79,145,76,81
AQR,596,785,942,1108,1121,901,2152,678
AR,250,359,424,1436,865,807,904,297
ARAF,442,593,1280,1326,1015,1312,1507,620
ARAP1,1329,1468,3336,3404,2509,3994,3410,992
ARAP1-AS2,25,15,38,31,32,54,51,13
ARAP2,1845,1891,2715,3551,3835,4037,5707,2114
ARAP3,437,354,1205,1371,780,1193,946,740
ARC,292,371,571,1154,1053,1089,1136,400
ARCN1,1570,2197,2993,3413,3493,2904,6193,2462
AREG,0,0,0,1,0,0,0,1
AREL1,1264,1548,1275,2883,3000,2532,3697,1514
ARF1,4918,7267,10202,15463,12517,15065,20544,10465
ARF3,14145,16385,14393,33681,32029,27100,49958,24149
ARF4,947,1203,1950,2278,2141,2691,4234,1799
ARF4-AS1,6,3,31,3,5,8,5,4
ARF5,678,913,1266,2581,1855,3037,3300,1623
ARF6,179,273,629,501,493,532,704,280
ARFGAP1,2163,2790,6290,7106,5520,9060,7002,3756
ARFGAP2,1714,2265,3656,4714,3808,5054,6258,2724
ARFGAP3,396,493,1119,863,664,833,1297,655
ARFGEF1,1050,1212,1394,2027,2214,1896,3885,1312
ARFGEF2,1214,1368,1127,2496,2549,1960,3745,1237
ARFGEF3,5648,6020,5409,11460,14110,11692,24683,6241
ARFIP1,276,310,424,632,551,679,1040,366
ARFIP2,779,934,2046,1939,1457,1915,2524,1225
ARFRP1,703,931,1906,2289,1656,2374,2307,1480
ARG1,2,5,8,2,6,3,9,1
ARG2,123,95,188,251,224,295,405,214
ARGFX,1,0,10,4,0,0,0,0
ARGLU1,1032,930,1985,2295,2128,3676,3383,1725
ARHGAP1,1983,2176,2765,4305,3927,4604,6103,2793
ARHGAP10,92,80,311,298,192,279,275,115
ARHGAP11A,39,29,78,93,95,76,104,49
ARHGAP12,628,773,796,1310,1275,1262,2725,853
ARHGAP15,12,31,35,47,13,26,41,8
ARHGAP17,260,212,729,570,423,484,650,246
ARHGAP18,149,181,149,277,155,181,436,82
ARHGAP19,159,217,303,449,320,370,578,274
ARHGAP19-SLIT1,7,5,32,5,9,11,21,3
ARHGAP20,1043,1110,464,1844,2908,1695,4130,1064
ARHGAP21,5057,4800,7745,10586,9118,8139,15168,5456
ARHGAP22,215,271,496,782,455,657,879,313
ARHGAP23P1,25,21,45,32,24,44,41,20
ARHGAP24,125,152,453,486,283,469,504,179
ARHGAP25,34,96,90,181,98,120,173,39
ARHGAP26,2749,3427,3791,6557,5373,4354,9646,3850
ARHGAP26-AS1,2,4,10,7,1,3,2,5
ARHGAP26-IT1,4,3,22,9,2,7,8,6
ARHGAP27,915,1136,1541,3903,2763,3685,2930,1197
